year,country,mean_number_of_years_in_school
1999,Kyrgyz Republic,10.2
1999,Cambodia,3.35
1999,Kiribati,7.45
1999,South Korea,11.2
1999,Kuwait,5.7
1999,Lao,2.75
1999,Lebanon,6.85
1999,Liberia,3.0
1999,St. Lucia,8.05
1999,Sri Lanka,7.8999999999999995
1999,Lesotho,5.65
1999,Lithuania,10.9
1999,Luxembourg,10.25
1999,Latvia,11.2
1999,Morocco,2.6
1999,Moldova,10.100000000000001
1999,Madagascar,3.5999999999999996
1999,Maldives,3.35
1999,Mexico,6.55
1999,Marshall Islands,8.350000000000001
1999,North Macedonia,8.85
1999,Mali,1.05
1999,Myanmar,4.0
1999,Montenegro,9.95
1999,Mongolia,8.05
1999,Mozambique,1.95
1999,Mauritania,1.55
1999,Mauritius,6.6
1999,Malawi,3.5
1999,Malaysia,6.550000000000001
1999,Namibia,5.4
1999,Niger,0.65
1999,Nigeria,3.95
1999,Nicaragua,4.699999999999999
1999,Netherlands,10.55
1999,Norway,12.45
1999,Nepal,2.0
1999,New Zealand,11.2
1999,Oman,4.3
1999,Pakistan,2.85
1999,Panama,8.4
1999,Peru,7.7
1999,Philippines,8.1
1999,Papua New Guinea,3.05
1999,Poland,11.45
1999,Portugal,6.25
1999,Paraguay,6.1
1999,Palestine,7.2
1999,Qatar,6.2
1999,Romania,10.7
1999,Russia,11.45
1999,Rwanda,2.55
1999,Saudi Arabia,5.0
1999,Sudan,3.2
1999,Senegal,1.75
1999,Singapore,6.15
1999,Solomon Islands,4.3
1999,Sierra Leone,1.7
1999,El Salvador,5.75
1999,Somalia,1.4000000000000001
1999,Serbia,9.1
1999,Sao Tome and Principe,3.5999999999999996
1999,Suriname,6.35
1999,Slovak Republic,11.05
1999,Slovenia,10.25
1999,Sweden,11.6
1999,Eswatini,5.5
1999,Seychelles,8.899999999999999
1999,Syria,4.7
1999,Chad,1.15
1999,Togo,2.75
1999,Thailand,5.9
1999,Tajikistan,9.7
1999,Turkmenistan,9.850000000000001
1999,Timor-Leste,1.75
1999,Tonga,10.15
1999,Trinidad and Tobago,8.5
1999,Tunisia,4.7
1999,Turkey,5.5
1999,Taiwan,9.35
1999,Tanzania,3.75
1999,Uganda,3.8499999999999996
1999,Ukraine,11.149999999999999
1999,Uruguay,8.65
1999,USA,13.25
1999,Uzbekistan,10.350000000000001
1999,Venezuela,7.35
1999,Vietnam,6.550000000000001
1999,Vanuatu,5.35
1999,Samoa,9.399999999999999
1999,Yemen,1.5
1999,South Africa,7.0
1999,Zambia,5.05
1999,Zimbabwe,5.95
2000,Afghanistan,1.1500000000000001
2000,Angola,2.95
2000,Albania,8.55
2000,UAE,7.2
2000,Argentina,9.0
2000,Armenia,10.35
2000,Antigua and Barbuda,11.1
2000,Australia,11.100000000000001
2000,Austria,10.75
2000,Azerbaijan,10.5
2000,Burundi,2.0999999999999996
2000,Belgium,11.100000000000001
2000,Benin,2.0
2000,Burkina Faso,0.9
2000,Bangladesh,3.05
2000,Bulgaria,11.0
2000,Bahrain,6.7
2000,Bahamas,9.7
2000,Bosnia and Herzegovina,6.95
2000,Belarus,10.8
2000,Belize,7.550000000000001
2000,Bolivia,6.3
2000,Brazil,5.75
2000,Botswana,4.25
2000,Central African Republic,2.55
2000,Canada,13.5
2000,Switzerland,12.45
2000,Chile,9.15
2000,China,5.699999999999999
2000,Cote d'Ivoire,2.3
2000,Cameroon,4.1
2000,"Congo, Dem. Rep.",4.699999999999999
2000,"Congo, Rep.",5.45
2000,Colombia,5.800000000000001
2000,Comoros,2.3
2000,Cape Verde,3.15
2000,Costa Rica,7.55
2000,Cuba,9.399999999999999
2000,Cyprus,10.850000000000001
2000,Czech Republic,12.899999999999999
2000,Germany,11.25
2000,Djibouti,2.6500000000000004
2000,Denmark,12.2
2000,Dominican Republic,6.4
2000,Algeria,3.35
2000,Ecuador,7.1
2000,Egypt,5.35
2000,Eritrea,2.05
2000,Spain,7.550000000000001
2000,Estonia,10.45
2000,Ethiopia,1.15
2000,Finland,11.2
2000,Fiji,8.2
2000,France,9.5
2000,Gabon,5.4
2000,UK,12.3
2000,Georgia,11.649999999999999
2000,Ghana,5.35
2000,Guinea,1.5
2000,Gambia,2.1
2000,Guinea-Bissau,1.5
2000,Equatorial Guinea,4.949999999999999
2000,Greece,9.350000000000001
2000,Guatemala,3.6
2000,Guyana,8.35
2000,Honduras,4.8
2000,Croatia,9.5
2000,Haiti,3.0
2000,Hungary,10.45
2000,Indonesia,5.4
2000,India,3.9
2000,Ireland,10.35
2000,Iran,4.800000000000001
2000,Iraq,4.05
2000,Israel,11.65
2000,Italy,9.45
2000,Jamaica,9.0
2000,Jordan,7.7
2000,Japan,11.45
2000,Kazakhstan,10.55
2000,Kenya,5.300000000000001
2000,Kyrgyz Republic,10.3
2000,Cambodia,3.4499999999999997
2000,Kiribati,7.6
2000,South Korea,11.3
2000,Kuwait,5.8
2000,Lao,2.75
2000,Lebanon,7.05
2000,Liberia,3.1
2000,St. Lucia,8.15
2000,Sri Lanka,8.05
2000,Lesotho,5.75
2000,Lithuania,11.1
2000,Luxembourg,10.4
2000,Latvia,11.35
2000,Morocco,2.7
2000,Moldova,10.2
2000,Madagascar,3.7
2000,Maldives,3.4
2000,Mexico,6.699999999999999
2000,Marshall Islands,8.45
2000,North Macedonia,9.0
2000,Mali,1.05
2000,Myanmar,4.1
2000,Montenegro,10.05
2000,Mongolia,8.2
2000,Mozambique,2.0
2000,Mauritania,1.5999999999999999
2000,Mauritius,6.75
2000,Malawi,3.5999999999999996
2000,Malaysia,6.65
2000,Namibia,5.550000000000001
2000,Niger,0.7
2000,Nigeria,4.1
2000,Nicaragua,4.800000000000001
2000,Netherlands,10.7
2000,Norway,12.6
2000,Nepal,2.05
2000,New Zealand,11.3
2000,Oman,4.45
2000,Pakistan,2.95
2000,Panama,8.5
2000,Peru,7.8
2000,Philippines,8.149999999999999
2000,Papua New Guinea,3.1
2000,Poland,11.55
2000,Portugal,6.4
2000,Paraguay,6.15
2000,Palestine,7.35
2000,Qatar,6.35
2000,Romania,10.850000000000001
2000,Russia,11.6
2000,Rwanda,2.65
2000,Saudi Arabia,5.2
2000,Sudan,3.3
2000,Senegal,1.85
2000,Singapore,6.25
2000,Solomon Islands,4.45
2000,Sierra Leone,1.75
2000,El Salvador,5.85
2000,Somalia,1.4000000000000001
2000,Serbia,9.25
2000,Sao Tome and Principe,3.7
2000,Suriname,6.45
2000,Slovak Republic,11.149999999999999
2000,Slovenia,10.4
2000,Sweden,11.7
2000,Eswatini,5.7
2000,Seychelles,9.15
2000,Syria,4.85
2000,Chad,1.25
2000,Togo,2.8499999999999996
2000,Thailand,6.0
2000,Tajikistan,9.85
2000,Turkmenistan,9.95
2000,Timor-Leste,1.7999999999999998
2000,Tonga,10.25
2000,Trinidad and Tobago,8.649999999999999
2000,Tunisia,4.85
2000,Turkey,5.65
2000,Taiwan,9.600000000000001
2000,Tanzania,3.8499999999999996
2000,Uganda,3.95
2000,Ukraine,11.25
2000,Uruguay,8.8
2000,USA,13.350000000000001
2000,Uzbekistan,10.45
2000,Venezuela,7.45
2000,Vietnam,6.6
2000,Vanuatu,5.5
2000,Samoa,9.55
2000,Yemen,1.55
2000,South Africa,7.15
2000,Zambia,5.2
2000,Zimbabwe,6.15
2001,Afghanistan,1.2
2001,Angola,3.05
2001,Albania,8.7
2001,UAE,7.3999999999999995
2001,Argentina,9.1
2001,Armenia,10.45
2001,Antigua and Barbuda,11.25
2001,Australia,11.2
2001,Austria,10.8
2001,Azerbaijan,10.649999999999999
2001,Burundi,2.15
2001,Belgium,11.2
2001,Benin,2.05
2001,Burkina Faso,0.9
2001,Bangladesh,3.1
2001,Bulgaria,11.1
2001,Bahrain,6.9
2001,Bahamas,9.8
2001,Bosnia and Herzegovina,7.1
2001,Belarus,10.9
2001,Belize,7.65
2001,Bolivia,6.45
2001,Brazil,5.85
2001,Botswana,4.35
2001,Central African Republic,2.65
2001,Canada,13.6
2001,Switzerland,12.55
2001,Chile,9.3
2001,China,5.85
2001,Cote d'Ivoire,2.4
2001,Cameroon,4.3
2001,"Congo, Dem. Rep.",4.85
2001,"Congo, Rep.",5.55
2001,Colombia,5.85
2001,Comoros,2.4000000000000004
2001,Cape Verde,3.25
2001,Costa Rica,7.65
2001,Cuba,9.5
2001,Cyprus,10.95
2001,Czech Republic,13.0
2001,Germany,11.399999999999999
2001,Djibouti,2.75
2001,Denmark,12.25
2001,Dominican Republic,6.5
2001,Algeria,3.45
2001,Ecuador,7.25
2001,Egypt,5.5
2001,Eritrea,2.1
2001,Spain,7.75
2001,Estonia,10.55
2001,Ethiopia,1.15
2001,Finland,11.3
2001,Fiji,8.35
2001,France,9.649999999999999
2001,Gabon,5.55
2001,UK,12.4
2001,Georgia,11.75
2001,Ghana,5.449999999999999
2001,Guinea,1.5499999999999998
2001,Gambia,2.2
2001,Guinea-Bissau,1.5
2001,Equatorial Guinea,5.05
2001,Greece,9.45
2001,Guatemala,3.7
2001,Guyana,8.45
2001,Honduras,4.949999999999999
2001,Croatia,9.7
2001,Haiti,3.1
2001,Hungary,10.55
2001,Indonesia,5.550000000000001
2001,India,4.0
2001,Ireland,10.5
2001,Iran,4.949999999999999
2001,Iraq,4.1
2001,Israel,11.75
2001,Italy,9.600000000000001
2001,Jamaica,9.2
2001,Jordan,7.949999999999999
2001,Japan,11.55
2001,Kazakhstan,10.75
2001,Kenya,5.45
2001,Kyrgyz Republic,10.5
2001,Cambodia,3.5
2001,Kiribati,7.8
2001,South Korea,11.45
2001,Kuwait,5.95
2001,Lao,2.8499999999999996
2001,Lebanon,7.199999999999999
2001,Liberia,3.25
2001,St. Lucia,8.25
2001,Sri Lanka,8.2
2001,Lesotho,5.95
2001,Lithuania,11.2
2001,Luxembourg,10.5
2001,Latvia,11.45
2001,Morocco,2.8
2001,Moldova,10.35
2001,Madagascar,3.85
2001,Maldives,3.45
2001,Mexico,6.85
2001,Marshall Islands,8.55
2001,North Macedonia,9.15
2001,Mali,1.1
2001,Myanmar,4.15
2001,Montenegro,10.2
2001,Mongolia,8.3
2001,Mozambique,2.1
2001,Mauritania,1.7
2001,Mauritius,6.949999999999999
2001,Malawi,3.6500000000000004
2001,Malaysia,6.800000000000001
2001,Namibia,5.699999999999999
2001,Niger,0.7
2001,Nigeria,4.2
2001,Nicaragua,4.9
2001,Netherlands,10.8
2001,Norway,12.75
2001,Nepal,2.15
2001,New Zealand,11.45
2001,Oman,4.6
2001,Pakistan,3.05
2001,Panama,8.6
2001,Peru,8.0
2001,Philippines,8.25
2001,Papua New Guinea,3.1999999999999997
2001,Poland,11.649999999999999
2001,Portugal,6.5
2001,Paraguay,6.3
2001,Palestine,7.550000000000001
2001,Qatar,6.5
2001,Romania,10.95
2001,Russia,11.75
2001,Rwanda,2.7
2001,Saudi Arabia,5.35
2001,Sudan,3.4
2001,Senegal,1.85
2001,Singapore,6.35
2001,Solomon Islands,4.55
2001,Sierra Leone,1.8
2001,El Salvador,5.95
2001,Somalia,1.5
2001,Serbia,9.350000000000001
2001,Sao Tome and Principe,3.8
2001,Suriname,6.6
2001,Slovak Republic,11.350000000000001
2001,Slovenia,10.55
2001,Sweden,11.8
2001,Eswatini,5.9
2001,Seychelles,9.35
2001,Syria,5.0
2001,Chad,1.3
2001,Togo,2.9000000000000004
2001,Thailand,6.1
2001,Tajikistan,9.95
2001,Turkmenistan,10.1
2001,Timor-Leste,1.85
2001,Tonga,10.4
2001,Trinidad and Tobago,8.75
2001,Tunisia,5.050000000000001
2001,Turkey,5.8
2001,Taiwan,9.8
2001,Tanzania,3.95
2001,Uganda,4.05
2001,Ukraine,11.350000000000001
2001,Uruguay,8.899999999999999
2001,USA,13.350000000000001
2001,Uzbekistan,10.6
2001,Venezuela,7.6
2001,Vietnam,6.7
2001,Vanuatu,5.6
2001,Samoa,9.7
2001,Yemen,1.65
2001,South Africa,7.25
2001,Zambia,5.35
2001,Zimbabwe,6.300000000000001
2002,Afghanistan,1.25
2002,Angola,3.2
2002,Albania,8.850000000000001
2002,UAE,7.65
2002,Argentina,9.2
2002,Armenia,10.6
2002,Antigua and Barbuda,11.35
2002,Australia,11.3
2002,Austria,10.9
2002,Azerbaijan,10.8
2002,Burundi,2.25
2002,Belgium,11.35
2002,Benin,2.15
2002,Burkina Faso,0.9
2002,Bangladesh,3.2
2002,Bulgaria,11.2
2002,Bahrain,7.15
2002,Bahamas,9.9
2002,Bosnia and Herzegovina,7.300000000000001
2002,Belarus,11.05
2002,Belize,7.75
2002,Bolivia,6.6
2002,Brazil,6.05
2002,Botswana,4.5
2002,Central African Republic,2.7
2002,Canada,13.649999999999999
2002,Switzerland,12.6
2002,Chile,9.4
2002,China,6.0
2002,Cote d'Ivoire,2.5
2002,Cameroon,4.4
2002,"Congo, Dem. Rep.",4.95
2002,"Congo, Rep.",5.7
2002,Colombia,5.949999999999999
2002,Comoros,2.5
2002,Cape Verde,3.4000000000000004
2002,Costa Rica,7.75
2002,Cuba,9.600000000000001
2002,Cyprus,11.1
2002,Czech Republic,13.05
2002,Germany,11.5
2002,Djibouti,2.85
2002,Denmark,12.3
2002,Dominican Republic,6.699999999999999
2002,Algeria,3.55
2002,Ecuador,7.35
2002,Egypt,5.65
2002,Eritrea,2.25
2002,Spain,7.9
2002,Estonia,10.7
2002,Ethiopia,1.2
2002,Finland,11.399999999999999
2002,Fiji,8.45
2002,France,9.75
2002,Gabon,5.65
2002,UK,12.45
2002,Georgia,11.850000000000001
2002,Ghana,5.550000000000001
2002,Guinea,1.6
2002,Gambia,2.25
2002,Guinea-Bissau,1.6
2002,Equatorial Guinea,5.15
2002,Greece,9.55
2002,Guatemala,3.75
2002,Guyana,8.6
2002,Honduras,5.050000000000001
2002,Croatia,9.85
2002,Haiti,3.2
2002,Hungary,10.65
2002,Indonesia,5.7
2002,India,4.1
2002,Ireland,10.65
2002,Iran,5.1
2002,Iraq,4.2
2002,Israel,11.8
2002,Italy,9.7
2002,Jamaica,9.3
2002,Jordan,8.15
2002,Japan,11.649999999999999
2002,Kazakhstan,10.9
2002,Kenya,5.6
2002,Kyrgyz Republic,10.600000000000001
2002,Cambodia,3.6
2002,Kiribati,7.949999999999999
2002,South Korea,11.600000000000001
2002,Kuwait,6.15
2002,Lao,2.95
2002,Lebanon,7.4
2002,Liberia,3.3
2002,St. Lucia,8.35
2002,Sri Lanka,8.3
2002,Lesotho,6.1
2002,Lithuania,11.4
2002,Luxembourg,10.6
2002,Latvia,11.65
2002,Morocco,2.9
2002,Moldova,10.45
2002,Madagascar,4.0
2002,Maldives,3.5
2002,Mexico,7.0
2002,Marshall Islands,8.65
2002,North Macedonia,9.25
2002,Mali,1.1
2002,Myanmar,4.25
2002,Montenegro,10.3
2002,Mongolia,8.399999999999999
2002,Mozambique,2.2
2002,Mauritania,1.7
2002,Mauritius,7.15
2002,Malawi,3.75
2002,Malaysia,6.95
2002,Namibia,5.85
2002,Niger,0.75
2002,Nigeria,4.4
2002,Nicaragua,5.05
2002,Netherlands,10.85
2002,Norway,12.850000000000001
2002,Nepal,2.2
2002,New Zealand,11.6
2002,Oman,4.75
2002,Pakistan,3.15
2002,Panama,8.75
2002,Peru,8.1
2002,Philippines,8.350000000000001
2002,Papua New Guinea,3.3
2002,Poland,11.75
2002,Portugal,6.65
2002,Paraguay,6.4
2002,Palestine,7.7
2002,Qatar,6.65
2002,Romania,11.1
2002,Russia,11.9
2002,Rwanda,2.8
2002,Saudi Arabia,5.5
2002,Sudan,3.5
2002,Senegal,1.9000000000000001
2002,Singapore,6.45
2002,Solomon Islands,4.7
2002,Sierra Leone,1.85
2002,El Salvador,6.15
2002,Somalia,1.5
2002,Serbia,9.5
2002,Sao Tome and Principe,3.95
2002,Suriname,6.699999999999999
2002,Slovak Republic,11.5
2002,Slovenia,10.75
2002,Sweden,11.9
2002,Eswatini,6.050000000000001
2002,Seychelles,9.55
2002,Syria,5.15
2002,Chad,1.35
2002,Togo,3.0
2002,Thailand,6.199999999999999
2002,Tajikistan,10.100000000000001
2002,Turkmenistan,10.25
2002,Timor-Leste,1.95
2002,Tonga,10.55
2002,Trinidad and Tobago,8.850000000000001
2002,Tunisia,5.15
2002,Turkey,5.95
2002,Taiwan,9.95
2002,Tanzania,4.05
2002,Uganda,4.15
2002,Ukraine,11.45
2002,Uruguay,9.0
2002,USA,13.45
2002,Uzbekistan,10.7
2002,Venezuela,7.8
2002,Vietnam,6.8
2002,Vanuatu,5.7
2002,Samoa,9.899999999999999
2002,Yemen,1.7
2002,South Africa,7.449999999999999
2002,Zambia,5.45
2002,Zimbabwe,6.4
2003,Afghanistan,1.2999999999999998
2003,Angola,3.3000000000000003
2003,Albania,9.0
2003,UAE,7.8
2003,Argentina,9.3
2003,Armenia,10.7
2003,Antigua and Barbuda,11.45
2003,Australia,11.3
2003,Austria,10.95
2003,Azerbaijan,10.95
2003,Burundi,2.3
2003,Belgium,11.45
2003,Benin,2.2
2003,Burkina Faso,1.0
2003,Bangladesh,3.2
2003,Bulgaria,11.3
2003,Bahrain,7.35
2003,Bahamas,10.05
2003,Bosnia and Herzegovina,7.45
2003,Belarus,11.149999999999999
2003,Belize,7.85
2003,Bolivia,6.699999999999999
2003,Brazil,6.15
2003,Botswana,4.7
2003,Central African Republic,2.8
2003,Canada,13.75
2003,Switzerland,12.7
2003,Chile,9.5
2003,China,6.15
2003,Cote d'Ivoire,2.55
2003,Cameroon,4.5
2003,"Congo, Dem. Rep.",5.050000000000001
2003,"Congo, Rep.",5.8
2003,Colombia,6.050000000000001
2003,Comoros,2.6
2003,Cape Verde,3.5
2003,Costa Rica,7.85
2003,Cuba,9.7
2003,Cyprus,11.25
2003,Czech Republic,13.100000000000001
2003,Germany,11.600000000000001
2003,Djibouti,2.9499999999999997
2003,Denmark,12.4
2003,Dominican Republic,6.800000000000001
2003,Algeria,3.7
2003,Ecuador,7.55
2003,Egypt,5.75
2003,Eritrea,2.35
2003,Spain,8.05
2003,Estonia,10.8
2003,Ethiopia,1.2999999999999998
2003,Finland,11.5
2003,Fiji,8.600000000000001
2003,France,9.850000000000001
2003,Gabon,5.85
2003,UK,12.55
2003,Georgia,11.95
2003,Ghana,5.75
2003,Guinea,1.65
2003,Gambia,2.35
2003,Guinea-Bissau,1.65
2003,Equatorial Guinea,5.35
2003,Greece,9.7
2003,Guatemala,3.85
2003,Guyana,8.7
2003,Honduras,5.15
2003,Croatia,10.0
2003,Haiti,3.3
2003,Hungary,10.7
2003,Indonesia,5.8
2003,India,4.199999999999999
2003,Ireland,10.75
2003,Iran,5.25
2003,Iraq,4.25
2003,Israel,11.9
2003,Italy,9.8
2003,Jamaica,9.4
2003,Jordan,8.35
2003,Japan,11.75
2003,Kazakhstan,11.05
2003,Kenya,5.75
2003,Kyrgyz Republic,10.75
2003,Cambodia,3.7
2003,Kiribati,8.1
2003,South Korea,11.75
2003,Kuwait,6.300000000000001
2003,Lao,3.05
2003,Lebanon,7.550000000000001
2003,Liberia,3.4
2003,St. Lucia,8.45
2003,Sri Lanka,8.45
2003,Lesotho,6.25
2003,Lithuania,11.55
2003,Luxembourg,10.7
2003,Latvia,11.75
2003,Morocco,3.0
2003,Moldova,10.55
2003,Madagascar,4.1
2003,Maldives,3.55
2003,Mexico,7.1
2003,Marshall Islands,8.8
2003,North Macedonia,9.399999999999999
2003,Mali,1.2
2003,Myanmar,4.35
2003,Montenegro,10.45
2003,Mongolia,8.5
2003,Mozambique,2.2
2003,Mauritania,1.8
2003,Mauritius,7.4
2003,Malawi,3.8499999999999996
2003,Malaysia,7.1
2003,Namibia,6.0
2003,Niger,0.8
2003,Nigeria,4.5
2003,Nicaragua,5.15
2003,Netherlands,10.95
2003,Norway,12.95
2003,Nepal,2.3
2003,New Zealand,11.7
2003,Oman,4.95
2003,Pakistan,3.25
2003,Panama,8.85
2003,Peru,8.2
2003,Philippines,8.45
2003,Papua New Guinea,3.4
2003,Poland,11.850000000000001
2003,Portugal,6.85
2003,Paraguay,6.5
2003,Palestine,7.9
2003,Qatar,6.85
2003,Romania,11.2
2003,Russia,12.05
2003,Rwanda,2.9000000000000004
2003,Saudi Arabia,5.7
2003,Sudan,3.5999999999999996
2003,Senegal,2.0
2003,Singapore,6.55
2003,Solomon Islands,4.85
2003,Sierra Leone,1.9000000000000001
2003,El Salvador,6.25
2003,Somalia,1.5499999999999998
2003,Serbia,9.649999999999999
2003,Sao Tome and Principe,4.05
2003,Suriname,6.75
2003,Slovak Republic,11.649999999999999
2003,Slovenia,10.899999999999999
2003,Sweden,12.05
2003,Eswatini,6.25
2003,Seychelles,9.75
2003,Syria,5.3
2003,Chad,1.35
2003,Togo,3.15
2003,Thailand,6.25
2003,Tajikistan,10.2
2003,Turkmenistan,10.4
2003,Timor-Leste,2.05
2003,Tonga,10.649999999999999
2003,Trinidad and Tobago,8.95
2003,Tunisia,5.35
2003,Turkey,6.1
2003,Taiwan,10.2
2003,Tanzania,4.199999999999999
2003,Uganda,4.25
2003,Ukraine,11.55
2003,Uruguay,9.100000000000001
2003,USA,13.45
2003,Uzbekistan,10.9
2003,Venezuela,7.9
2003,Vietnam,6.95
2003,Vanuatu,5.85
2003,Samoa,10.05
2003,Yemen,1.75
2003,South Africa,7.6
2003,Zambia,5.55
2003,Zimbabwe,6.6
2004,Afghanistan,1.2999999999999998
2004,Angola,3.4
2004,Albania,9.1
2004,UAE,8.0
2004,Argentina,9.4
2004,Armenia,10.8
2004,Antigua and Barbuda,11.55
2004,Australia,11.399999999999999
2004,Austria,11.0
2004,Azerbaijan,11.1
2004,Burundi,2.35
2004,Belgium,11.55
2004,Benin,2.25
2004,Burkina Faso,1.0
2004,Bangladesh,3.3000000000000003
2004,Bulgaria,11.45
2004,Bahrain,7.550000000000001
2004,Bahamas,10.15
2004,Bosnia and Herzegovina,7.6
2004,Belarus,11.25
2004,Belize,7.949999999999999
2004,Bolivia,6.9
2004,Brazil,6.300000000000001
2004,Botswana,4.85
2004,Central African Republic,2.9
2004,Canada,13.8
2004,Switzerland,12.75
2004,Chile,9.6
2004,China,6.3
2004,Cote d'Ivoire,2.6500000000000004
2004,Cameroon,4.7
2004,"Congo, Dem. Rep.",5.15
2004,"Congo, Rep.",6.0
2004,Colombia,6.1
2004,Comoros,2.65
2004,Cape Verde,3.6
2004,Costa Rica,7.95
2004,Cuba,9.8
2004,Cyprus,11.35
2004,Czech Republic,13.2
2004,Germany,11.7
2004,Djibouti,3.05
2004,Denmark,12.5
2004,Dominican Republic,6.95
2004,Algeria,3.8
2004,Ecuador,7.65
2004,Egypt,5.949999999999999
2004,Eritrea,2.45
2004,Spain,8.2
2004,Estonia,10.899999999999999
2004,Ethiopia,1.2999999999999998
2004,Finland,11.600000000000001
2004,Fiji,8.7
2004,France,9.95
2004,Gabon,5.95
2004,UK,12.649999999999999
2004,Georgia,12.05
2004,Ghana,5.85
2004,Guinea,1.7000000000000002
2004,Gambia,2.45
2004,Guinea-Bissau,1.75
2004,Equatorial Guinea,5.449999999999999
2004,Greece,9.8
2004,Guatemala,3.95
2004,Guyana,8.850000000000001
2004,Honduras,5.25
2004,Croatia,10.15
2004,Haiti,3.4
2004,Hungary,10.8
2004,Indonesia,5.95
2004,India,4.3
2004,Ireland,10.85
2004,Iran,5.4
2004,Iraq,4.35
2004,Israel,12.05
2004,Italy,9.95
2004,Jamaica,9.55
2004,Jordan,8.55
2004,Japan,11.850000000000001
2004,Kazakhstan,11.2
2004,Kenya,5.9
2004,Kyrgyz Republic,10.85
2004,Cambodia,3.8000000000000003
2004,Kiribati,8.25
2004,South Korea,11.85
2004,Kuwait,6.4
2004,Lao,3.15
2004,Lebanon,7.75
2004,Liberia,3.5
2004,St. Lucia,8.600000000000001
2004,Sri Lanka,8.6
2004,Lesotho,6.4
2004,Lithuania,11.649999999999999
2004,Luxembourg,10.85
2004,Latvia,11.85
2004,Morocco,3.0999999999999996
2004,Moldova,10.7
2004,Madagascar,4.2
2004,Maldives,3.55
2004,Mexico,7.199999999999999
2004,Marshall Islands,8.95
2004,North Macedonia,9.5
2004,Mali,1.2
2004,Myanmar,4.4
2004,Montenegro,10.600000000000001
2004,Mongolia,8.6
2004,Mozambique,2.3
2004,Mauritania,1.85
2004,Mauritius,7.6
2004,Malawi,3.95
2004,Malaysia,7.25
2004,Namibia,6.15
2004,Niger,0.85
2004,Nigeria,4.65
2004,Nicaragua,5.25
2004,Netherlands,11.05
2004,Norway,13.05
2004,Nepal,2.35
2004,New Zealand,11.85
2004,Oman,5.05
2004,Pakistan,3.3499999999999996
2004,Panama,8.95
2004,Peru,8.35
2004,Philippines,8.6
2004,Papua New Guinea,3.5500000000000003
2004,Poland,11.95
2004,Portugal,6.95
2004,Paraguay,6.55
2004,Palestine,8.05
2004,Qatar,7.0
2004,Romania,11.3
2004,Russia,12.149999999999999
2004,Rwanda,3.0
2004,Saudi Arabia,5.85
2004,Sudan,3.75
2004,Senegal,2.05
2004,Singapore,6.65
2004,Solomon Islands,4.95
2004,Sierra Leone,2.0
2004,El Salvador,6.35
2004,Somalia,1.6
2004,Serbia,9.8
2004,Sao Tome and Principe,4.2
2004,Suriname,6.85
2004,Slovak Republic,11.8
2004,Slovenia,11.05
2004,Sweden,12.15
2004,Eswatini,6.4
2004,Seychelles,9.899999999999999
2004,Syria,5.45
2004,Chad,1.45
2004,Togo,3.25
2004,Thailand,6.35
2004,Tajikistan,10.399999999999999
2004,Turkmenistan,10.5
2004,Timor-Leste,2.1
2004,Tonga,10.8
2004,Trinidad and Tobago,9.1
2004,Tunisia,5.45
2004,Turkey,6.25
2004,Taiwan,10.4
2004,Tanzania,4.3
2004,Uganda,4.35
2004,Ukraine,11.649999999999999
2004,Uruguay,9.2
2004,USA,13.5
2004,Uzbekistan,11.0
2004,Venezuela,8.05
2004,Vietnam,7.0
2004,Vanuatu,5.95
2004,Samoa,10.2
2004,Yemen,1.85
2004,South Africa,7.699999999999999
2004,Zambia,5.7
2004,Zimbabwe,6.75
2005,Afghanistan,1.3499999999999999
2005,Angola,3.5
2005,Albania,9.3
2005,UAE,8.15
2005,Argentina,9.5
2005,Armenia,10.9
2005,Antigua and Barbuda,11.65
2005,Australia,11.5
2005,Austria,11.1
2005,Azerbaijan,11.2
2005,Burundi,2.45
2005,Belgium,11.65
2005,Benin,2.3
2005,Burkina Faso,1.05
2005,Bangladesh,3.35
2005,Bulgaria,11.55
2005,Bahrain,7.7
2005,Bahamas,10.25
2005,Bosnia and Herzegovina,7.800000000000001
2005,Belarus,11.350000000000001
2005,Belize,8.05
2005,Bolivia,7.0
2005,Brazil,6.4
2005,Botswana,5.0
2005,Central African Republic,3.0
2005,Canada,13.9
2005,Switzerland,12.8
2005,Chile,9.7
2005,China,6.45
2005,Cote d'Ivoire,2.75
2005,Cameroon,4.8
2005,"Congo, Dem. Rep.",5.25
2005,"Congo, Rep.",6.1
2005,Colombia,6.199999999999999
2005,Comoros,2.75
2005,Cape Verde,3.7
2005,Costa Rica,8.05
2005,Cuba,9.95
2005,Cyprus,11.55
2005,Czech Republic,13.25
2005,Germany,11.85
2005,Djibouti,3.15
2005,Denmark,12.55
2005,Dominican Republic,7.05
2005,Algeria,3.95
2005,Ecuador,7.75
2005,Egypt,6.050000000000001
2005,Eritrea,2.55
2005,Spain,8.4
2005,Estonia,11.0
2005,Ethiopia,1.4
2005,Finland,11.7
2005,Fiji,8.85
2005,France,10.05
2005,Gabon,6.1
2005,UK,12.75
2005,Georgia,12.149999999999999
2005,Ghana,5.949999999999999
2005,Guinea,1.75
2005,Gambia,2.5
2005,Guinea-Bissau,1.8
2005,Equatorial Guinea,5.55
2005,Greece,9.9
2005,Guatemala,4.05
2005,Guyana,8.95
2005,Honduras,5.35
2005,Croatia,10.35
